stateCode,districtName,policeStationName,contactNumber,email
TN,Salem,Salem Police Station,0427 2267630,
TN,Salem,Sooramangalam Police Station,0427 2447315,
TN,Salem,Sankari Police Station,04283 240539,
TN,Salem,Shevvapet Police Station,0427 2211061,
TN,Salem,Steel Plant Police Station,0427 2383140,
TN,Salem,Thalaivasal Police Satation,04282 230248,
TN,Salem,Thammampatti Police Station,04282 226228,
TN,Salem,Thevoor Police Station,04283 232001,
TN,Salem,Tholamsampatti Police Station,04290 244346,
TN,Salem,Valappadi Police Station,04292 222231,
TN,Salem,Veeraganur Police Station,04282 237228,
TN,Salem,Veeranam Police Station,0427 2240735,
TN,Salem,Yercaud Police Station,04281 222245,
TN,Sivaganga,Alagappapuram Police Station,04565 224800,
TN,Sivaganga,Aravayal Police Station,04561 275240,
TN,Sivaganga,Chettinadu Police Station,04565 283330,
TN,Sivaganga,Devakottai Police Station,04561 272215,
TN,Sivaganga,Devakottai Town Police Station,04561 272275,
TN,Sivaganga,Elayankudi Police Station,04564 265265,
TN,Sivaganga,Kalaiyarkoil Police Station,04575 232222,
TN,Sivaganga,Kallal Police Station,04565 284238,
TN,Sivaganga,Kandanvarayanpatti Police Station,04577 263030,
TN,Sivaganga,Karaikudi North Police Station,04565 238448,
TN,Sivaganga,Karaikudi South Police Station,04565 234616,
TN,Salem,Tharamangalam Police Station,04290 251540,
TN,Sivaganga,Keelasavalpatti Police Station,04577 265231,
TN,Sivaganga,Kundrakudi Police Station,04577 264400,
TN,Sivaganga,Madagupatti Police Station,04575 230228,
TN,Sivaganga,Manamadurai Police Station,04574 268535,
TN,Sivaganga,Nachiarpuram Police Station,04577 264199,
TN,Sivaganga,Nerkuppai Police Station,04577 245133,
TN,Sivaganga,Olagampatti Police Station,04577 244398,
TN,Sivaganga,Palayanur Police Station,04574 205034,
TN,Sivaganga,Pallathur Police Station,04565 283252,
TN,Sivaganga,Poovanthi Police Station,04574 265240,
TN,Sivaganga,Poolanguruchi Police Station,04577 250170,
TN,Sivaganga,Pulithipatti Police Station,04577 251210,
TN,Sivaganga,S S Kottai Police Satation,04577 247167,
TN,Sivaganga,S V Mangalam Police Station,04577 242144,
TN,Sivaganga,Sakkottai Police Station,04565 282278,
TN,Sivaganga,Salaigramam Police Station,04564 263231,
TN,Sivaganga,Singampuneri Police Station,04577 242110,
TN,Sivaganga,Sipcot Police Station,04574 258235,
TN,Sivaganga,Sivagangai Taluk Police Station,04575 240428,
TN,Sivaganga,Thirukoshtiyur Police Station,04577 266236,
TN,Sivaganga,Sivagangai Town Police Station,04575 240228,
TN,Sivaganga,Somanthapuram Police Station,04565 220823,
TN,Sivaganga,Thiruppachethy Police Station,04574 266230,
TN,Sivaganga,Thiruppathur Police Station,04577 266121,
TN,Sivaganga,Thirupuvanam Police Station,04574 265227,
TN,Sivaganga,Velayuthapattinam Police Station,04561 292113,
TN,Sivaganga,Thiruvengampet Police Station,04561 267244,
TN,Thanjavur,Adirampattinam Policel Station,04373 242450,
TN,Thanjavur,Ayyempettai Police Station,04374 242450,
TN,Thanjavur,Bhoodalur Police Station,04362 288450,
TN,Thanjavur,Harithuvarmanglam Police Station,04374 275450,
TN,Thanjavur,Kabistalam Police Station,04374 25650,
TN,Thanjavur,Kallapetambur Police Station,04362 277253,
TN,Thanjavur,Kumbakonam East Police Station,0435 2403244,
TN,Thanjavur,Kumbakonam Taluk Police Station,0435 2403294,
TN,Thanjavur,Kumbakonam West Police Station,0435 2403249,
TN,Thanjavur,Madukkur Police Station,04373 260450,
TN,Thanjavur,Maruvoor Police Station,04362 277322,
TN,Thanjavur,Mellatur Police Station,04374 273450,
TN,Thanjavur,Nachiyarkoil Police Station,0435 2466546,
TN,Thanjavur,Nadukavery Police Station,04362 277429,
TN,Thanjavur,Orathanadu Police Station,04372 233270,
TN,Thanjavur,Pandhanallur Police Station,0435 2451100,
TN,Thanjavur,Papanasanam Police Station,04374 222450,
TN,Thanjavur,Pappanadu Police Station,04372 258444,
TN,Thanjavur,Ammapet Police Station,04374 232440,
TN,Thanjavur,Pattukottai Police Station,04372 258444,
TN,Thanjavur,Pattukottai Thaluk Police Station,04373 258600,
TN,Thanjavur,Ptteeswaram Police Station,0435 2445062,
TN,Thanjavur,Peravurani Police Station,04373 232450,
TN,Thanjavur,Sengipatti Police Station,04362 277017,
TN,Thanjavur,Sethubavachatram Police Station,04373 274450,
TN,Thanjavur,Swamimalai Police Station,0435 2454452,
TN,Thanjavur,Thanjavur Medical Collage Police Station,04362 277199,
TN,Thanjavur,Thanjavur Thaluk Police Station,04362 277257,
TN,Thanjavur,Thanjavur Town South Police Station,04362 277188,
TN,Thanjavur,Thanjavur Town West Police Station,04362 277125,
TN,Thanjavur,Thiruchitrambalam Police Station,04373 286450,
TN,Thanjavur,Thirukkatupalli Police Station,04362 277350,
TN,Thanjavur,Thiruneelakudi Police Staiton,0435 2472177,
TN,Thanjavur,Thirupanandhal Police Station,0435 2456100,
TN,Thanjavur,Thiruvaiyaru Police Station,04362 277244,
TN,Thanjavur,Thiruvidaimaruthur Police Station,0435 2460100,
TN,Thanjavur,Thiruvonam Police Staiton,04372 241450,
TN,Thanjavur,Thogur Police Station,04373 255567,
TN,Thanjavur,Thanjavur Town East Police Station,04362 277154,
TN,Thanjavur,Valangaiman Police Station,04374 264450,
TN,Thanjavur,Vallam Police Station,04362 277224,
TN,Thanjavur,Vattathikottai Police Station,04373 228350,
TN,Theni,Allingaran Police Station,04546 254440,
TN,Theni,Bodinayakkanur Rural Police Station,04546 280292,
TN,Thanjavur,Thanjavur Thamil University Police Station,04362 277794,
TN,Theni,Bodinayakkanur Town Police Station,04546 280291,
TN,Theni,Chinnamanur Police Station,04554 247341,
TN,Theni,Cumbum North Police Station,04554 271291,
TN,Theni,Cumbum South Police Station,04554 271422,
TN,Theni,Gandamanur Villakku Police Station,04546 242332,
TN,Theni,Devadanapatti Police Station,04546 235225,
TN,Theni,Gudaloor Police Station,04554 231203,
TN,Theni,Gudaloor North Police Station,04554 231213,
TN,Theni,Highway Police Station,04554 231213,
TN,Theni,Jayamangalam Police Station,04546 237239,
TN,Theni,Kadamalaikundu Police Station,04554 227221,
TN,Theni,Kombai Police Station,04554 252225,
TN,Theni,Gandamanur Police Station,04546 238240,
TN,Theni,Myladuparayai Police Station,04554 227253,
TN,Theni,Odaipatti Police Station,04546 247256,
TN,Theni,Palanichettypatti Police Station,04546 264810,
TN,Theni,Periyakulam Police Station,04546 231291,
TN,Theni,Rajathanai Police Station,04546 249233,
TN,Theni,Rayappanpatti Police Station,04554 253230,
TN,Theni,Theni Police Station,04546 252391,
TN,Theni,Kurangani Police Station,04546 280970,
TN,Theni,Thenkarai Police Station,04546 231449,
TN,Theni,Thevaram Police Station,04554 254230,
TN,Theni,Uthamapalayam Police Station,04554 265230,
TN,Theni,Vaikai Dam Police Station,04546 242336,
TN,Theni,Kumuli Police Station,04554 235254,
TN,Theni,Varasanadu Police Station,04554 228229,
TN,Theni,Veerapandi Police Station,04546 246244,
TN,Thoothukudi,Alwar Thirunagiri Police Station,04639 273230,
TN,Thoothukudi,Arumuganeri Police Station,04639 280350,
TN,Thoothukudi,Eppodumendran Police Station,0461 2265226,
TN,Thoothukudi,Eral Police Station,04639 271240,
TN,Thoothukudi,Ettayapuram Police Station,04632 271201,
TN,Thoothukudi,Athur Police Station,04639 238411,
TN,Thoothukudi,Kadalkudi Police Station,04638 291101,
TN,Thoothukudi,Kadambur Police Station,04632 246238,
TN,Thoothukudi,Koppampatti Police Station,04632 244219,
TN,Thoothukudi,Kovilpatti Police Station,04632 220050,
TN,Thoothukudi,Kovilpatti West Town Police Station,04632 220048,
TN,Thoothukudi,Kalugumalai Police Station,04632 251201,
TN,Thoothukudi,Kulasekarapattinam Police Station,04639 250286,
TN,Thoothukudi,Kulathur Police Station,04638 227224,
TN,Thoothukudi,Kurumbur Police Station,04639 235100,
TN,Thoothukudi,Maniyachi Police Station,0461 2268226,
TN,Thoothukudi,Masarpatti Police Station,04638 272240,
TN,Thoothukudi,Meignanapuram Police Station,04639 227233,
TN,Thoothukudi,Murappanadu Police Station,04630 261229,
TN,Thoothukudi,Muthiapuram Police Station,0461 2355311,
TN,Thoothukudi,Nalattinpudur Police Station,04632 251201,
TN,Thoothukudi,Naraikinaru Police Station,0461 2273292,
TN,Thoothukudi,Nazerath Police Station,04639 277233,
TN,Thoothukudi,Ottapidaram Police Station,0461 2366238,
TN,Thoothukudi,Pasuvanthanai Police Station,0461 262225,
TN,Thoothukudi,Pudukottai Police Station,0461 2271230,
TN,Thoothukudi,Pudur Police Station,04638 252240,
TN,Thoothukudi,Puliampatti Police Station,0461 2273217,
TN,Thoothukudi,Kayathar Police Station,04632 261232,
TN,Thoothukudi,Puthiamputhur Police Station,0461 2261214,
TN,Thoothukudi,Sangaralingapuram Police Staiton,04638 233925,
TN,Thoothukudi,Sattankulam Police Station,04639 266233,
TN,Thoothukudi,Sawarpuram Police Station,04630 271240,
TN,Thoothukudi,Seidunaganallur Police Station,04630 263237,
TN,Thoothukudi,Serakulam Police Station,,
TN,Thoothukudi,Sipcot Police Station,0461 2341472,
TN,Thoothukudi,Soorankudi Police Station,04638 252240,
TN,Thoothukudi,Srivaikundam Police Station,04630 255228,
TN,Thoothukudi,Tharuvaikulam Police Station,0461 2277270,
TN,Thoothukudi,Thattaparai Police Station,0461 2261240,
TN,Thoothukudi,Thattaramadam Police Station,04639 253244,
TN,Thoothukudi,Thazhamuthunagar Police Statin,0461 2360370,
TN,Thoothukudi,Thermal Nagar Police Station,0461 2352721,
TN,Thoothukudi,Thiruchendur Police Staiton,04639 242241,
TN,Thoothukudi,Thoothukudi Central Police Station,0461 2321400,
TN,Thoothukudi,Thoothukudi North Police Station,0461 2320051,
TN,Thoothukudi,Thoothukudi South Police Station,0461 2321850,
TN,Thoothukudi,Vilathikulam Police Station,04638 233125,
TN,Thoothukudi,Subramaniyasamy Temple Police Station,04639 246100,
TN,Tiruchirappalli,Airport Police Station,0431 2340863,
TN,Tiruchirappalli,Ariyamangalam Police Station,0431 2441251,
TN,Tiruchirappalli,Contenment Police Station,0431 2461698,
TN,Tiruchirappalli,Fort Police Station,0431 2704355,
TN,Tiruchirappalli,Boiler Plant Police Station,0431 2520245,
TN,Tiruchirappalli,Edamalaipattiputher Police Station,0431 2471598,
TN,Tiruchirappalli,Gandhi Market Police Staiton,0431 2708426,
TN,Tiruchirappalli,Govt Hospital Police Staiton,0431 2771629,
TN,Tiruchirappalli,Jambunathapuram Police Station,04326 279224,
TN,Tiruchirappalli,Jeeyapuram Police Station,0431 2614350,
TN,Tiruchirappalli,K K Naragar Police Station,0431 2455488,
TN,Tiruchirappalli,Golden Rock Police Station,0431 2491793,
TN,Tiruchirappalli,Inamkulathur Police Station,0431 2695238,
TN,Tiruchirappalli,Kallakudy Police Staiton,04329 235238,
TN,Tiruchirappalli,Kattuputhur Police Station,04326 250224,
TN,Tiruchirappalli,Kollidam Tollgate Police Station,0431 2591432,
TN,Tiruchirappalli,Lalgudi Police Staiton,0431 2541229,
TN,Tiruchirappalli,Manachanallur Police Station,0431 2560433,
TN,Tiruchirappalli,Manapparai Police Station,04332 260532,
TN,Tiruchirappalli,Manikandam Police Station,0431 2906676,
TN,Tiruchirappalli,Musiri Police Station,04326 260350,
TN,Tiruchirappalli,Navalpattu Police Station,0431 2581244,
TN,Tiruchirappalli,Pulivalam Police Station,04327 235224,
TN,Tiruchirappalli,Puthanatham Police Station,04332 273226,
TN,Tiruchirappalli,Ramjee Nagar police Station,,
TN,Tiruchirappalli,Samayapuram Police Station,0431 2670401,
TN,Tiruchirappalli,Sission Court Police Station,0431 2461698,
TN,Tiruchirappalli,Pettaivaithalai Police Station,0431 2612447,
TN,Tiruchirappalli,Siruganur Police Station,0431 2650255,
TN,Tiruchirappalli,Somarasampettai Police Station,0431 2918100,
TN,Tiruchirappalli,Srirangam Police Staiton,0431 2432235,
TN,Tiruchirappalli,Thathengayarpettai Police Station,04326 248264,
TN,Tiruchirappalli,Thillai Nagar Police Station,0431 2741636,
TN,Tiruchirappalli,Palakarai Police Station,0431 2403007,
TN,Tiruchirappalli,Thiruverambur Police Staiton,0431 2557243,
TN,Tiruchirappalli,Thuvarankuruchi Police Station,04332 254100,
TN,Tiruchirappalli,Uppiliyapuram police Station,04327 252251,
TN,Tiruchirappalli,Vaiyampatti Police Station,04332 272433,
TN,Tiruchirappalli,Valanadu Police Station,04332 277325,
TN,Tiruchirappalli,Thuvvakudy Police Station,0431 2501254,
TN,Tiruchirappalli,Vathalai Police Station,0431 2620333,
TN,Tiruchirappalli,Woraiyur Police Staiton,0431 2760928,
TN,Tiruchirappalli,Thottiyam Police Station,04326 254332,
TN,Tirunelveli,Achanpudur Police Station,04633 237152,
TN,Tirunelveli,Alangulam Police Station,04633 270140,
TN,Tiruchirappalli,Thuraiyur Police Station,04327 222330,
TN,Tirunelveli,Ayyapuram Police Station,04632 251479,
TN,Tirunelveli,Charanmahadevi Police Station,04634 260125,
TN,Tirunelveli,Aykudi Police Station,04633 267153,
TN,Tirunelveli,Chinnakovilankulam Police Station,04636 284422,
TN,Tirunelveli,Alwarkuruychi Police Station,04634 283250,
TN,Tirunelveli,Chokkampatti Police Station,04633 240291,
TN,Tirunelveli,Courtalam Police Station,04633 283137,
TN,Tirunelveli,Eruvadi Police Staiton,04637 240134,
TN,Tirunelveli,Gangaikondam Police Station,0462 2486144,
TN,Tirunelveli,Ambasamudram Police Station,04634 250346,
TN,Tirunelveli,Illthur Police Station,04633 280123,
TN,Tirunelveli,K V Nallur Police Station,04636 260148,
TN,Tirunelveli,Kadayam Police Station,04634 240432,
TN,Tirunelveli,Kadayanallur Police Staiton,04633 240280,
TN,Tirunelveli,Kalakad Police Station,04635 260530,
TN,Tirunelveli,Kallidaikuruchi Police Station,04634 250404,
TN,Tirunelveli,Koodankulam Police Station,04637 250150,
TN,Tirunelveli,Manur Police Station,0462 2485122,
TN,Tirunelveli,Medical Collage Police Station,0462 2562662,
TN,Tirunelveli,Kurivikulam Police Station,04632 251940,
TN,Tirunelveli,Melapalayam Police Station,0462 2352530,
TN,Tirunelveli,Moolakaraipatti Police Staiton,04635 258156,
TN,Tirunelveli,Moonradaippu Police Station,04635 257117,
TN,Tirunelveli,Mukkudal Police Staiton,04634 274558,
TN,Tirunelveli,Muneerpallam Police Station,0462 2352405,
TN,Tirunelveli,Nanguneri Police Station,04635 250112,
TN,Tirunelveli,Palayamkottai Police Station,0462 2568037,
TN,Tirunelveli,Panagudi Police Station,04637 245144,
TN,Tirunelveli,Panavadalichatram Police Station,04636 270135,
TN,Tirunelveli,Pappakudi Police Station,04633 274550,
TN,Tirunelveli,Pathamadai Police Station,04634 260165,
TN,Tirunelveli,Pavoorchatram Police Station,04633 250244,
TN,Tirunelveli,Pazhavur Police Station,04637 288527,
TN,Tirunelveli,Perumalpuram Police Station,0462 2530175,
TN,Tirunelveli,Pettai Police Station,0462 2324263,
TN,Tirunelveli,Puliyankudi Police Station,04636 233035,
TN,Tirunelveli,Puliyarai Police Station,04633 285132,
TN,Tirunelveli,Mansolsai Police Station,04634 220484,
TN,Tirunelveli,Radhapuram Police Station,04637 254124,
TN,Tirunelveli,S V Karai Police Staiton,04633 261910,
TN,Tirunelveli,Sankarankoil Police Station,04636 222267,
TN,Tirunelveli,Sankarankoil Town Police Station,04636 226267,
TN,Tirunelveli,Seethaparpannellur Police Station,0462 2487122,
TN,Tirunelveli,Sendamaram Police Station,04636 245140,
TN,Tirunelveli,Shenkottai Police Station,04633 233274,
TN,Tirunelveli,Sivagir Police Station,04636 250274,
TN,Tirunelveli,Sivalperi Police Station,0462 2483116,
TN,Tirunelveli,Sivanthipatti Police Station,0462 2432700,
TN,Tirunelveli,Surandai Police Station,04633 261110,
TN,Tirunelveli,Suthamalai Police Staiton,0462 2342625,
TN,Tirunelveli,Thatchanallur Police Station,0462 2329045,
TN,Tirunelveli,Thevarkulam Police Staiton,04636 286135,
TN,Tirunelveli,Thirukkarangudi Police Station,04635 255148,
TN,Tirunelveli,Thirunelveli Police Station,0462 2541520,
TN,Tirunelveli,Tenkasi Police Station,04633 222278,
TN,Tirunelveli,Thalayathu Police Staiton,0462 2300264,
TN,Tirunelveli,Tirunelveli Town Police Station,0462 2329044,
TN,Tirunelveli,Thiruvengadam Police Station,04634 283250,
TN,Tirunelveli,Uthamalai Police Station,04633 247140,
TN,Tirunelveli,Tirunelveli Bridge  Police Station,0462 2329046,
TN,Tirunelveli,Uvari Police Station,04637 277126,
TN,Tirunelveli,V K Pudur Police Station,04633 277125,
TN,Tirunelveli,V K Puram Police Station,04634 220330,
TN,Tirunelveli,Valliyur Police Station,04637 220256,
TN,Tirunelveli,Vasudevanallur Police Station,04636 241337,
TN,Tirunelveli,Thisayanvilai Police Station,04637 271366,
TN,Tirunelveli,Veevanallur Police Statiob,04634 287240,
TN,Tirunelveli,Vijayanarayanam Police Station,04635 255148,
TN,Tirupur,15 Velambalayam Police Station,0421 2255200,
TN,Tirupur,Anupparpalayam Police Station,04258 245100,
TN,Tirupur,Avinashi Police Station,04296 275300,
TN,Tirupur,Avinashipalayam Police Station,04212 312255,
TN,Tirupur,Cheyur Police Station,04296 287900,
TN,Tirupur,Alangiyam Police Station,04258 245100,
TN,Tirupur,Dhally Police Station,04252 265250,
TN,Tirupur,Dharapuram Police Station,04258 220208,
TN,Tirupur,Kamachinaickenpalayam Police Station,04255 266222,
TN,Tirupur,Gudimangalam Police Station,04252 273344,
TN,Tirupur,Kangeym Police Station,04257 230641,
TN,Tirupur,Kaniyur Police Station,02452 241238,
TN,Tirupur,Komaralingam Police Station,04252 279239,
TN,Tirupur,Kundadam Police Station,04258 263224,
TN,Tirupur,Kunnathur Police Station,04294 263033,
TN,Tirupur,Madathukulam Police Station,04252 252329,
TN,Tirupur,Mangalam Police Station,0421 2345300,
TN,Tirupur,Mulanur Police Station,04202 227233,
TN,Tirupur,Palladam Police Station,04255 252100,
TN,Tirupur,Perumanallur Police Station,0421 2350070,
TN,Tirupur,Tiruppur Central Police Station,0421 2236600,
TN,Tirupur,Tiruppur North Police Station,0421 2236600,
TN,Tirupur,Tiruppur Rural Police Station,0421 2219880,
TN,Tirupur,Amaravathi Police Station,04258 245100,
TN,Tirupur,Tiruppur South Police Station,0421 2251189,
TN,Tirupur,Udumalpet Police Station,04252 223841,
TN,Tirupur,Uthiyur Police Station,04257 249244,
TN,Tirupur,Uthukuli Police Station,04294 260218,
TN,Tirupur,Vellakoil Police Station,04257 260522,
TN,Tiruvallur,Arambakkam Police Station,044 27948235,
TN,Tiruvallur,Arani Police Station,044 27927233,
TN,Tiruvallur,Gummidipoondi Police Station,044 27929252,
TN,Tiruvallur,KadamBathur Police Station,044 27651400,
TN,Tiruvallur,Kanakammachatram police Station,044 27874242,
TN,Tiruvallur,Kattur Police Station,044 27980542,
TN,Tiruvallur,Mappedu Police Station,044 27655788,
TN,Tiruvallur,Minjur Police Station,044 27934268,
TN,Tiruvallur,Pallipattu Police Station,044 27843238,
TN,Tiruvallur,Pathirvedu Police Station,044 27945238,
TN,Tiruvallur,Pennalurpet  Police Station,044 27635626,
TN,Tiruvallur,Periyapelayam Police Station,044 27927226,
TN,Tiruvallur,Manavala Nagar Police Station,044 27640091,
TN,Tiruvallur,Ponneri Police Station,044 27972253,
TN,Tiruvallur,Pothatturpet Police Station,044 27849262,
TN,Tiruvallur,Pullarambakkam Police Station,044 27600606,
TN,Tiruvallur,R K Pet Police Station,044 27845260,
TN,Tiruvallur,Kavarai pettai police Station,044 27925461,
TN,Tiruvallur,Sevvapet Police Station,044 27620210,
TN,Tiruvallur,Sholvaram Police Station,044 26330041,
TN,Tiruvallur,Thiruvalangadu Police Station,044 27872278,
TN,Tiruvallur,Thiruthani Police Station,044 27885221,
TN,Tiruvallur,Thirupalaivanam Police Station,044 27922861,
TN,Tiruvallur,Thiruvallur Thaluk Police Station,044 27660350,
TN,Tiruvallur,Uthukottai Police Station,044 27630256,
TN,Tiruvallur,Vengal Police Station,044 27626736,
TN,Tiruvannamalai,Anakkavoor Police Station,04182 223240,
TN,Tiruvallur,Vellavedu Police Station,044 26812283,
TN,Tiruvannamalai,Arni Taluk Police Station,04173 226070,
TN,Tiruvannamalai,Arni Town Police Station,04173 226006,
TN,Tiruvannamalai,Brammadesam Police Station,04182 242237,
TN,Tiruvannamalai,Chengam Police Station,04188 222238,
TN,Tiruvannamalai,Chetpet Police Station,04181 252262,
TN,Tiruvannamalai,Cheyyar Police Station,04182 222240,
TN,Tiruvannamalai,Desur Police Station,04183 247033,
TN,Tiruvannamalai,Dusi Police Station,044 27242259,
TN,Tiruvannamalai,Jamnamarudur Police Station,04181 245202,
TN,Tiruvannamalai,Kalambur Police Station,04181 247232,
TN,Tiruvannamalai,Kadalady Police Station,04188 244235,
TN,Tiruvannamalai,Kalasapakkam Police Station,04181 241235,
TN,Tiruvannamalai,Kannamangalam Police Station,04173 241229,
TN,Tiruvallur,Thiruvallur Town Police Station,044 27660247,
TN,Tiruvannamalai,Kikodungalur Police Station,04183 242023,
TN,Tiruvannamalai,Kilpennathur Police Station,04175 242226,
TN,Tiruvannamalai,Mangalam Police Station,04175 245526,
TN,Tiruvannamalai,Mangalam Police Station,,
TN,Tiruvannamalai,Melchengam Police Station,04188 222361,
TN,Tiruvannamalai,Moranam Police Station,04182 248230,
TN,Tiruvannamalai,Pachal Police Station,04188 243222,
TN,Tiruvannamalai,Peranamallur Police Station,04182 245230,
TN,Tiruvannamalai,Polur Police Station,04181 222100,
TN,Tiruvannamalai,Ponnur Police Station,04183 203400,
TN,Tiruvannamalai,Pudupalayam Police Station,04188 242436,
TN,Tiruvannamalai,Santhavasal Police Station,04181 243237,
TN,Tiruvannamalai,Sathanur Dam Police Station,04188 248277,
TN,Tiruvannamalai,Thandarampattu Police Station,04175 246723,
TN,Tiruvannamalai,Thellar Police Station,04183 244023,
TN,Tiruvannamalai,Thiruvannamalai Thaluk Police Station,04175 232274,
TN,Tiruvannamalai,Thiruvannamalai Town Police Station,"04175 222302, 04175 222302",
TN,Tiruvannamalai,Thiruvannamalai East Police Station,04175 250444,
TN,Tiruvannamalai,Vadavanakkambadi Police Station,04183 248003,
TN,Tiruvannamalai,Vanapuram Police Station,04188 245626,
TN,Tiruvannamalai,Vandavasi North Police Station,04183 226833,
TN,Tiruvannamalai,Veraiyur Police Station,04175 245226,
TN,Tiruvannamalai,Vandavasi South Police Station,04183 225023,
TN,Tiruvarur,Alivalam Police Station,04369 247233,
TN,Tiruvannamalai,Vettavalem Police Station,04175 244222,
TN,Tiruvannamalai,Thatchampatti Police Staiton,04188 248230,
TN,Tiruvarur,Devankudi Police Staiton,04367 260470,
TN,Tiruvarur,Edayur Police Staiton,04369 243326,
TN,Tiruvarur,Eravanchery Police Station,04366 273411,
TN,Tiruvannamalai,Thanipadi Police Station,04175 246723,
TN,Tiruvarur,kalappal Police Station,04367 277450,
TN,Tiruvarur,Kodavasal Police Station,04366 262050,
TN,Tiruvarur,Koothanallur Police Station,04367 232450,
TN,Tiruvarur,Koradachery Police Station,04366 232450,
TN,Tiruvarur,Mannargudi Town Police Station,04367 222244,
TN,Tiruvarur,Kottur Police Station,04367 279450,
TN,Tiruvarur,Muthupettai Police Station,04369 260450,
TN,Tiruvarur,Nannilam Police Station,04366 230100,
TN,Tiruvarur,Needamangalam Police Station,04367 260450,
TN,Tiruvarur,Paravakootai Police Station,04367 240450,
TN,Tiruvarur,Peralam Police Staiton,04366 238100,
TN,Tiruvarur,Perugavalanthan Police Station,04367 274422,
TN,Tiruvarur,Mannargudi Thaluk Pamini Police Station,04367 240450,
TN,Tiruvarur,Thalayamangalam Police Station,04367 264250,
TN,Tiruvarur,Thirukkalar Police Station,04367 296862,
TN,Tiruvarur,Tiruvarur Taluk Police Station,04366 220228,
TN,Tiruvarur,Tiruvarur Town Police Station,,
TN,Tiruvarur,Vadapathimangalam Police Station,04367 237450,
TN,Tiruvarur,Vaduvoor Police Station,04367 267450,
TN,Tiruvarur,Thiruthuraipoondi Police Station,04369 222450,
TN,Tiruvarur,Vaippur Police Station,04366 272580,
TN,Tiruvarur,Vikrapandiyam Police Station,04367 279709,
TN,Vellore,Alangayam Police Station,04174 265244,
TN,Vellore,Ambalur Police Station,04174 267279,
TN,Tiruvarur,Thirumakottai Police Station,04367 272460,
TN,Vellore,Ambur Taluk Police Station,04174 242781,
TN,Vellore,Mbur Town Police Station,04174 242100,
TN,Vellore,Anaicut Police Station,,
TN,Vellore,Arcot Taluk Police Station,04172 245950,
TN,Vellore,Arcot Town Police Station,04172 233222,
TN,Vellore,Arakonam Thaluk Police Station,04177 237100,
TN,Vellore,Ariyoor Police Station,0416 2262837,
TN,Vellore,Avalur Police Station,,
TN,Vellore,Bagayam Police Station,0416 2262837,
TN,Vellore,Arakonam Town Police Station,04177 230100,
TN,Vellore,Gudiyatham Taluk Police Station,04171 221188,
TN,Vellore,Gudiyatham Town Police Station,04171 220100,
TN,Vellore,JolarPet Police Station,04179 241233,
TN,Vellore,K V Kuppam Police Station,04171 246244,
TN,Vellore,Kalavai Police Station,04173 242235,
TN,Vellore,Kandili Police Station,04179 248228,
TN,Vellore,Katpadi Police Station,0416 2297355,
TN,Vellore,Elagiri Police Station,04179 241233,
TN,Vellore,Kavalur Police Station,04174 203128,
TN,Vellore,Banavaram Police Station,04177 249243,
TN,Vellore,Kaveripakkam Police Station,04177 254230,
TN,Vellore,Kurisilapet Police Station,04179 246307,
TN,Vellore,Kondapalayam Police Station,04172 262236,
TN,Vellore,Latheri Police Station,0416 2238202,
TN,Vellore,Melpadi Police Station,04172 252240,
TN,Vellore,Natrampalli Police Station,04179 242235,
TN,Vellore,Pallikonda Police Station,04171 244224,
TN,Vellore,Panamadengi Police Station,0416 2238378,
TN,Vellore,Paradarami Police Station,04171 247240,
TN,Vellore,Nemili Police Station,04177 247218,
TN,Vellore,Oomerabad Police Station,04174 255500,
TN,Vellore,Pernmet Police Station,04171 232259,
TN,Vellore,Rathinagiri Police Station,04171 242226,
TN,Vellore,Ponnai Police Station,04172 257240,
TN,Vellore,Sathuvachari Police Station,0416 2252048,
TN,Vellore,Sholingar Police Station,04172 262263,
TN,Vellore,SIPCOT Police Station,04172 244399,
TN,Vellore,Thokkalam Police Station,04177 246228,
TN,Vellore,Thimiri Police Station,04172 258240,
TN,Vellore,Thirupathur Taluk Police Station,04179 220040,
TN,Vellore,Thirupathur Town Police Station,04179 220090,
TN,Vellore,Thiruvalam Police Station,0416 2242518,
TN,Vellore,Valapandal Police Station,04182 244240,
TN,Vellore,Vaniyambadi Taluk Police Station,04174 232110,
TN,Vellore,Vaniyambadi Town Police Station,04174 225100,
TN,Vellore,Vellore North Police Station,"0416 2220021, 0416 2222653",
TN,Vellore,Thimmapet Police Station,,
TN,Vellore,Vellore South Police Station,"0416 2220002, 0416 2220680",
TN,Vellore,Vellore Taluk Police Station,0416 2230777,
TN,Vellore,Veppanakuppam Police Station,04171 253530,
TN,Vellore,Virinchipuram Police Station,0416 2272235,
TN,Vellore,Virudampet Police Station,0416 2242518,
TN,Vellore,Walaja Police Station,04172 232100,
TN,Viluppuram,Anandapuram Police Station,04145 232244,
TN,Viluppuram,Arankandanallur Police Station,04153 224225,
TN,Viluppuram,Auroville Police Station,0413 2677318,
TN,Vellore,Ranipet Police Station,04172 270219,
TN,Viluppuram,Avalurpet Police Station,04145 233231,
TN,Viluppuram,Elavanasurkottai Police Station,04149 225222,
TN,Viluppuram,Gingee Police Station,04145 222004,
TN,Viluppuram,Kachirapalayam Police Station,04151 234236,
TN,Viluppuram,Edakkal Police Station,04149 222317,
TN,Viluppuram,Brammadesam Police Station,04147 232242,
